-2.927507168617306199e+00 7.400435832870086994e-01
-2.868788579246153159e+00 7.719356408140086723e-01
-2.810069989875000562e+00 8.042000730704754741e-01
-2.751351400503847522e+00 8.368394622693363649e-01
-2.692632811132694481e+00 8.698558533901854517e-01
-2.633914221761541441e+00 9.032506702127219844e-01
-2.575195632390388845e+00 9.370246211018922189e-01
-2.516477043019235804e+00 9.711775934127869769e-01
-2.457758453648082764e+00 1.005708535281970351e+00
-2.399039864276930167e+00 1.040615323468709219e+00
-2.340321274905777127e+00 1.075894615807014176e+00
-2.281602685534624086e+00 1.111541686731174039e+00
-2.222884096163471490e+00 1.147550244248412232e+00
-2.164165506792318450e+00 1.183912226658857536e+00
-2.105446917421165409e+00 1.220617577273769738e+00
-2.046728328050012813e+00 1.257653995368756217e+00
-1.988009738678859772e+00 1.295006661643456125e+00
-1.929291149307706732e+00 1.332657936560296408e+00
-1.870572559936553914e+00 1.370587030123954886e+00
-1.811853970565401095e+00 1.408769641966330699e+00
-1.753135381194248055e+00 1.447177571050666245e+00
-1.694416791823095236e+00 1.485778294940010680e+00
-1.635698202451942418e+00 1.524534519432290347e+00
-1.576979613080789377e+00 1.563403700494777393e+00
-1.518261023709636559e+00 1.602337541886799555e+00
-1.459542434338483741e+00 1.641281473694855553e+00
-1.400823844967330700e+00 1.680174119270595456e+00
-1.342105255596177882e+00 1.718946760803237606e+00
-1.283386666225025063e+00 1.757522817001559545e+00
-1.224668076853872023e+00 1.795817350106760246e+00
-1.165949487482719205e+00 1.833736623664359522e+00
-1.107230898111566164e+00 1.871177737049120937e+00
-1.048512308740413346e+00 1.908028367479947196e+00
-9.897937193692605273e-01 1.944166654898866309e+00
-9.310751299981074869e-01 1.979461269216629571e+00
-8.723565406269546685e-01 2.013771702512273443e+00
-8.136379512558016280e-01 2.046948830149947884e+00
-7.549193618846490317e-01 2.078835783670460291e+00
-6.962007725134959912e-01 2.109269173899441352e+00
-6.374821831423429508e-01 2.138080694195424236e+00
-5.787635937711899103e-01 2.165099120510216135e+00
-5.200450044000373140e-01 2.190152706649556524e+00
-4.613264150288842735e-01 2.213071950013568934e+00
-4.026078256577312331e-01 2.233692676053149029e+00
-3.438892362865786367e-01 2.251859360382698849e+00
-2.851706469154255963e-01 2.267428578423109187e+00
-2.264520575442725558e-01 2.280272446745383874e+00
-1.677334681731199595e-01 2.290281901406723275e+00
-1.090148788019669190e-01 2.297369649820641513e+00
-5.029628943081387860e-02 2.301472636641709091e+00
8.422299940338717761e-03 2.302553882021147746e+00
6.714088931149175821e-02 2.300603581916742524e+00
1.258594786826447987e-01 2.295639402560653242e+00
1.845780680537973950e-01 2.287705950682232814e+00
2.432966574249504355e-01 2.276873452524379005e+00
3.020152467961034759e-01 2.263235722645516645e+00
3.607338361672560723e-01 2.246907543083236369e+00
4.194524255384091127e-01 2.228021601083837844e+00
4.781710149095621532e-01 2.206725147447838431e+00
5.368896042807151936e-01 2.183176537645371340e+00
5.956081936518677900e-01 2.157541805893778530e+00
6.543267830230208304e-01 2.129991401197897538e+00
7.130453723941738708e-01 2.100697187337677629e+00
7.717639617653264672e-01 2.069829779359022126e+00
8.304825511364795076e-01 2.037556260254081764e+00
8.892011405076325481e-01 2.004038295466604946e+00
9.479197298787851445e-01 1.969430641075020860e+00
1.006638319249938185e+00 1.933880024669933917e+00
1.065356908621091225e+00 1.897524366097915305e+00
1.124075497992244266e+00 1.860492297976294118e+00
1.182794087363396862e+00 1.822902942502325763e+00
1.241512676734549459e+00 1.784865900769821101e+00
1.300231266105702943e+00 1.746481412747552309e+00
1.358949855476855539e+00 1.707840649520478093e+00
1.417668444848008136e+00 1.669026103717982545e+00
1.476387034219161620e+00 1.630112048756507503e+00
1.535105623590314217e+00 1.591165042240199945e+00
1.593824212961466813e+00 1.552244453340734243e+00
1.652542802332620298e+00 1.513402998059604432e+00
1.711261391703772894e+00 1.474687269880281093e+00
1.769979981074926378e+00 1.436138256415587344e+00
1.828698570446078975e+00 1.397791835256846804e+00
1.887417159817231571e+00 1.359679244369025097e+00
1.946135749188385056e+00 1.321827524097173301e+00
2.004854338559537652e+00 1.284259929206632345e+00
2.063572927930690248e+00 1.246996310426393695e+00
2.122291517301843733e+00 1.210053465752678026e+00
2.181010106672996329e+00 1.173445462344807178e+00
2.239728696044148926e+00 1.137183930248942598e+00
2.298447285415302410e+00 1.101278329452724858e+00
2.357165874786455007e+00 1.065736191935178878e+00
2.415884464157607603e+00 1.030563340456317922e+00
2.474603053528761087e+00 9.957640858499871017e-01
2.533321642899913684e+00 9.613414045579269374e-01
2.592040232271066280e+00 9.272970980858445955e-01
2.650758821642219765e+00 8.936319359836170095e-01
2.709477411013372361e+00 8.603457838594505969e-01
2.768196000384524957e+00 8.274377178379259679e-01
2.826914589755678442e+00 7.949061267687994592e-01
2.885633179126831038e+00 7.627488033905134301e-01
