-2.927507168617306199e+00 -2.124538796160473642e-01
-2.868788579246153159e+00 -2.694328697592733302e-01
-2.810069989875000562e+00 -3.254831565397965920e-01
-2.751351400503847522e+00 -3.804115412218437298e-01
-2.692632811132694481e+00 -4.340286921340128501e-01
-2.633914221761541441e+00 -4.861497972732430894e-01
-2.575195632390388845e+00 -5.365952013300174794e-01
-2.516477043019235804e+00 -5.851910249390526175e-01
-2.457758453648082764e+00 -6.317697640209857246e-01
-2.399039864276930167e+00 -6.761708671492052680e-01
-2.340321274905777127e+00 -7.182412889517060250e-01
-2.281602685534624086e+00 -7.578360176404562720e-01
-2.222884096163471490e+00 -7.948185748499488890e-01
-2.164165506792318450e+00 -8.290614860620513227e-01
-2.105446917421165409e+00 -8.604467199956511436e-01
-2.046728328050012813e+00 -8.888660954465789077e-01
-1.988009738678859772e+00 -9.142216541754757397e-01
-1.929291149307706732e+00 -9.364259985583032186e-01
-1.870572559936553914e+00 -9.554025928356590924e-01
-1.811853970565401095e+00 -9.710860269225239927e-01
-1.753135381194248055e+00 -9.834222418691186407e-01
-1.694416791823095236e+00 -9.923687161957357450e-01
-1.635698202451942418e+00 -9.978946124592716904e-01
-1.576979613080789377e+00 -9.999808835462601353e-01
-1.518261023709636559e+00 -9.986203383260281452e-01
-1.459542434338483741e+00 -9.938176664376768832e-01
-1.400823844967330700e+00 -9.855894221254476451e-01
-1.342105255596177882e+00 -9.739639671781925578e-01
-1.283386666225025063e+00 -9.589813731696290589e-01
-1.224668076853872023e+00 -9.406932833363458313e-01
-1.165949487482719205e+00 -9.191627345696499196e-01
-1.107230898111566164e+00 -8.944639401348283281e-01
-1.048512308740413346e+00 -8.666820338667646784e-01
-9.897937193692605273e-01 -8.359127767236393947e-01
-9.310751299981074869e-01 -8.022622267101872096e-01
-8.723565406269546685e-01 -7.658463733082491176e-01
-8.136379512558016280e-01 -7.267907376746916004e-01
-7.549193618846490317e-01 -6.852299399847658901e-01
-6.962007725134959912e-01 -6.413072354122210106e-01
-6.374821831423429508e-01 -5.951740203455972988e-01
-5.787635937711899103e-01 -5.469893105427082736e-01
-5.200450044000373140e-01 -4.969191930220562825e-01
-4.613264150288842735e-01 -4.451362535804436749e-01
-4.026078256577312331e-01 -3.918189819100639237e-01
-3.438892362865786367e-01 -3.371511563655578136e-01
-2.851706469154255963e-01 -2.813212105016729692e-01
-2.264520575442725558e-01 -2.245215835650005987e-01
-1.677334681731199595e-01 -1.669480571785608158e-01
-1.090148788019669190e-01 -1.087990805056099908e-01
-5.029628943081387860e-02 -5.027508621875498990e-02
8.422299940338717761e-03 8.422200367859527040e-03
6.714088931149175821e-02 6.709045662194686177e-02
1.258594786826447987e-01 1.255274599753554154e-01
1.845780680537973950e-01 1.835317849614405417e-01
2.432966574249504355e-01 2.409034975049212379e-01
3.020152467961034759e-01 2.974448440710827368e-01
3.607338361672560723e-01 3.529609332989165349e-01
4.194524255384091127e-01 4.072604077686845514e-01
4.781710149095621532e-01 4.601561035884005890e-01
5.368896042807151936e-01 5.114656955257196325e-01
5.956081936518677900e-01 5.610123254615348998e-01
6.543267830230208304e-01 6.086252119990818166e-01
7.130453723941738708e-01 6.541402391272924666e-01
7.717639617653264672e-01 6.974005219093538654e-01
8.304825511364795076e-01 7.382569472466047333e-01
8.892011405076325481e-01 7.765686878538192728e-01
9.479197298787851445e-01 8.122036876742708689e-01
1.006638319249938185e+00 8.450391170614037772e-01
1.065356908621091225e+00 8.749617961581541703e-01
1.124075497992244266e+00 9.018685850145854443e-01
1.182794087363396862e+00 9.256667390991456523e-01
1.241512676734549459e+00 9.462742289781428395e-01
1.300231266105702943e+00 9.636200230615391549e-01
1.358949855476855539e+00 9.776443324404738844e-01
1.417668444848008136e+00 9.882988169725904770e-01
1.476387034219161620e+00 9.955467519048115665e-01
1.535105623590314217e+00 9.993631544592367355e-01
1.593824212961466813e+00 9.997348699458357135e-01
1.652542802332620298e+00 9.966606171051143326e-01
1.711261391703772894e+00 9.901509925244658117e-01
1.769979981074926378e+00 9.802284341129816614e-01
1.828698570446078975e+00 9.669271437606230535e-01
1.887417159817231571e+00 9.502929694483343015e-01
1.946135749188385056e+00 9.303832472154536237e-01
2.004854338559537652e+00 9.072666035291405695e-01
2.063572927930690248e+00 8.810227187370270885e-01
2.122291517301843733e+00 8.517420524184450281e-01
2.181010106672996329e+00 8.195255315809151231e-01
2.239728696044148926e+00 7.844842027766377734e-01
2.298447285415302410e+00 7.467388493381107439e-01
2.357165874786455007e+00 7.064195750522119788e-01
2.415884464157607603e+00 6.636653557077688559e-01
2.474603053528761087e+00 6.186235600623878339e-01
2.533321642899913684e+00 5.714494418797085862e-01
2.592040232271066280e+00 5.223056047879659491e-01
2.650758821642219765e+00 4.713614418044401733e-01
2.709477411013372361e+00 4.187925514576832375e-01
2.768196000384524957e+00 3.647801325200719647e-01
2.826914589755678442e+00 3.095103594369872924e-01
2.885633179126831038e+00 2.531737406054350714e-01
